央视,#genre#
60帧蓝光,http://159.75.85.63:35455/douyu/747764
小宇60帧,http://159.75.85.63:35455/douyu/323876
虫哥解说,http://159.75.85.63:35455/douyu/8915074
刘哔讲电影,http://159.75.85.63:35455/douyu/2632223
大蓝雀解说,http://159.75.85.63:35455/douyu/8656759
科幻Fans解说,http://159.75.85.63:35455/douyu/3508304
科幻Fans解说,http://zzy789.xyz/douyu1.php?id=3508304
万合天宜,http://159.75.85.63:35455/douyu/9220456
可乐电影,http://159.75.85.63:35455/douyu/20415
奶虫电影,http://159.75.85.63:35455/douyu/263824
小鸽电影,http://159.75.85.63:35455/douyu/3928
冰冰剧场,http://159.75.85.63:35455/douyu/74374
贝贝电影,http://159.75.85.63:35455/douyu/431460
贝爷影厅,http://159.75.85.63:35455/douyu/252802
贝爷影视,http://159.75.85.63:35455/douyu/36337
贝爷MAX厅,http://159.75.85.63:35455/douyu/4332
蓝翔电影,http://159.75.85.63:35455/douyu/276200
粤语电影,http://159.75.85.63:35455/douyu/6566671
粤语电影2,http://159.75.85.63:35455/douyu/1226741
小鸭影视,http://159.75.85.63:35455/douyu/7925840
特辑电影,http://159.75.85.63:35455/douyu/3637778
PDD影院,http://159.75.85.63:35455/douyu/1274132
经典高分,http://159.75.85.63:35455/douyu/7254536
华语电影,http://159.75.85.63:35455/douyu/8465358
华语经典,http://159.75.85.63:35455/douyu/85894
漫威主线,http://159.75.85.63:35455/douyu/6140589
经典剧场,http://159.75.85.63:35455/douyu/413573
云宝剧场,http://159.75.85.63:35455/douyu/7305938
恐怖电影,http://159.75.85.63:35455/douyu/218859
恐怖剧场,http://159.75.85.63:35455/douyu/96577
怡宝电影,http://159.75.85.63:35455/douyu/434971
欧美大片,http://159.75.85.63:35455/douyu/2793084
香港电影,http://159.75.85.63:35455/douyu/315457
经典港剧,http://159.75.85.63:35455/douyu/4549169
动漫剧场,http://159.75.85.63:35455/douyu/1174353
动漫合集,http://159.75.85.63:35455/douyu/7620081
音乐MV,http://159.75.85.63:35455/douyu/3186217
金马影院,https://pull.kktv8.com/livekktv/128600025.flv
欧美影院,http://[2409:8087:7000:20:1000::22]:6060/000000001000/7185203501769528108/index.m3u8?channel-id=wasusyt&Contentid=7185203501769528108&livemode=1&stbId=3
亚洲影院,http://[2409:8087:7000:20:1000::22]:6060/000000001000/5841816227539527643/index.m3u8?channel-id=wasusyt&Contentid=5841816227539527643&livemode=1&stbId=3
iHOT爱院线,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000030630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000030630&livemode=1&stbId=3
iHOT爱科幻,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000020630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000020630&livemode=1&stbId=3
iHOT爱浪漫,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000040630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000040630&livemode=1&stbId=3
iHOT爱喜剧,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000010630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000010630&livemode=1&stbId=3
iHOT爱悬疑,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000050630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000050630&livemode=1&stbId=3
iHOT爱经典,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000060630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000060630&livemode=1&stbId=3
iHOT爱赛车,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000240630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000240630&livemode=1&stbId=3
iHOT爱体育,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000290630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000290630&livemode=1&stbId=3
iHOT爱奇谈,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000270630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000270630&livemode=1&stbId=3
iHOT爱玩具,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000220630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000220630&livemode=1&stbId=3
iHOT爱怀旧,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000260630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000260630&livemode=1&stbId=3
iHOT爱旅行,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000250630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000250630&livemode=1&stbId=3
iHOT爱幼教,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000180630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000180630&livemode=1&stbId=3
iHOT爱谍战,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000070630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000070630&livemode=1&stbId=3
iHOT爱历史,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000150630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000150630&livemode=1&stbId=3
iHOT爱都市,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000080630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000080630&livemode=1&stbId=3
iHOT爱科学,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000160630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000160630&livemode=1&stbId=3
iHOT爱青春,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000100630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000100630&livemode=1&stbId=3
iHOT爱动漫,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000280630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000280630&livemode=1&stbId=3
iHOT爱电竞,http://[2409:8087:7000:20:1000::22]:6060/000000001000/6000000006000230630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000230630&livemode=1&stbId=3
黑莓电影,http://[2409:8087:2001:20:2800:0:df6e:eb04]/ott.mobaibox.com/PLTV/3/224/3221225567/index.m3u8
黑莓动画,http://[2409:8087:2001:20:2800:0:df6e:eb14]/ott.mobaibox.com/PLTV/3/224/3221225555/index.m3u8
黑莓电竞,http://[2409:8087:2001:20:2800:0:df6e:eb04]/ott.mobaibox.com/PLTV/3/224/3221225539/index.m3u8
SiTV乐游,http://60.4.3.23:8888/rtp/239.253.93.224:6402
SiTV动漫秀场,http://60.4.3.23:8888/rtp/239.253.93.225:6403
SiTV游戏风云,http://60.4.3.23:8888/rtp/239.253.93.222:6400
SiTV生活时尚,http://60.4.3.23:8888/rtp/239.253.93.226:6404
SiTV都市剧场,http://60.4.3.23:8888/rtp/239.253.93.227:6405
茶频道HD,http://60.4.3.23:8888/rtp/239.253.93.212:6390
NewTV热播精选,http://[2409:8087:2001:20:2800:0:df6e:eb04]/ott.mobaibox.com/PLTV/3/224/3221227512/index.m3u8
NewTV精选影视,http://[2409:8087:2001:20:2800:0:df6e:eb04]/ott.mobaibox.com/PLTV/3/224/3221227579/index.m3u8
NewTV海外剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
NewTV明星大片,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
NewTV惊悚悬疑,http://[2409:8087:2001:20:2800:0:df6e:eb18]/ott.mobaibox.com/PLTV/3/224/3221227536/index.m3u8
NewTV动作电影,http://[2409:8087:2001:20:2800:0:df6e:eb06]/ott.mobaibox.com/PLTV/3/224/3221227606/index.m3u8
NewTV超级电影,http://[2409:8087:1a01:df::401e]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NewTV超级电视剧,http://[2409:8087:1a01:df::400b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTV精品体育,http://[2409:8087:2001:20:2800:0:df6e:eb1a]/ott.mobaibox.com/PLTV/3/224/3221227615/index.m3u8
NewTV超级体育,http://[2409:8087:1a01:df::4013]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NewTV精品纪录,http://[2409:8087:2001:20:2800:0:df6e:eb1a]/ott.mobaibox.com/PLTV/3/224/3221227547/index.m3u8
NewTV炫舞未来,http://[2409:8087:2001:20:2800:0:df6e:eb09]/ott.mobaibox.com/PLTV/3/224/3221227475/index.m3u8
NewTV军事评论,http://[2409:8087:2001:20:2800:0:df6e:eb18]/ott.mobaibox.com/PLTV/3/224/3221227544/index.m3u8
NewTV军旅剧场,http://[2409:8087:2001:20:2800:0:df6e:eb06]/ott.mobaibox.com/PLTV/3/224/3221227603/index.m3u8
NewTV古装剧场,http://[2409:8087:1a01:df::4060]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
NewTV精品大剧,http://[2409:8087:2001:20:2800:0:df6e:eb1a]/ott.mobaibox.com/PLTV/3/224/3221227618/index.m3u8
NewTV爱情喜剧,http://[2409:8087:1a01:df::405f]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
NewTV怡伴健康,http://[2409:8087:2001:20:2800:0:df6e:eb18]/ott.mobaibox.com/PLTV/3/224/3221227612/index.m3u8
NewTV超级综艺,http://[2409:8087:1a01:df::4003]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
NewTV金牌综艺,http://[2409:8087:2001:20:2800:0:df6e:eb18]/ott.mobaibox.com/PLTV/3/224/3221227541/index.m3u8
NewTV东北热剧,http://[2409:8087:1a01:df::405f]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTV欢乐剧场,http://[2409:8087:1a01:df::4064]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTV家庭剧场,http://[2409:8087:2001:20:2800:0:df6e:eb06]/ott.mobaibox.com/PLTV/3/224/3221227600/index.m3u8
NewTV潮妈辣婆,http://[2409:8087:2001:20:2800:0:df6e:eb18]/ott.mobaibox.com/PLTV/3/224/3221227527/index.m3u8
NewTV中国功夫,http://[2409:8087:2001:20:2800:0:df6e:eb18]/ott.mobaibox.com/PLTV/3/224/3221227530/index.m3u8
NewTV武搏世界,http://[2409:8087:2001:20:2800:0:df6e:eb18]/ott.mobaibox.com/PLTV/3/224/3221227533/index.m3u8
NewTV农业致富,http://[2409:8087:2001:20:2800:0:df6e:eb18]/ott.mobaibox.com/PLTV/3/224/3221227588/index.m3u8
NewTV精品萌宠,http://[2409:8087:2001:20:2800:0:df6e:eb20]/ott.mobaibox.com/PLTV/3/224/3221228430/index.m3u8

地方,#genre#
北京纪实,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
江苏影视,http://[2409:8087:2001:20:2800:0:df6e:eb14]/ott.mobaibox.com/PLTV/3/224/3221225937/index.m3u8
上海纪实,http://[2409:8087:7001:20:3::5]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226230/index.m3u8
上海第一财经,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226966/index.m3u8
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
安徽影视,http://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829369249612.m3u8
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8
洪雅新闻综合,http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.m3u8
新昌新聞綜合,http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
新昌休闲影视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
罗山电视台,http://live.dxhmt.cn:9081/tv/11521-1.m3u8

港澳台外,#genre#
翡翠台,http://r.jdshipin.com/Gtx1R?id=fct720
明珠台,http://r.jdshipin.com/Gtx1R?id=mzthd
澳视澳门,http://r.jdshipin.com/Gtx1R?id=asam
星空卫视,http://r.jdshipin.com/Gtx1R?id=xkws
澳亚卫视,http://r.jdshipin.com/Gtx1R?id=ayws
TVB星河,http://r.jdshipin.com/sXuuD
TVB星河,http://r.jdshipin.com/Voac4
澳视澳门,http://61.244.22.5/ch1/ch1.live/index.m3u8
澳视卫星,http://61.244.22.5/ch3/ch3.live/index.m3u8
澳门资讯,http://61.244.22.5/ch5/info_ch5.live/index.m3u8
澳门体育,http://61.244.22.5/ch4/sport_ch4.live/index.m3u8
澳门综艺,http://61.244.22.5/ch6/hd_ch6.live/index.m3u8
Channel [V],http://j.cxctu.cf:4000/udp/239.93.0.157:2194
RTHK31,https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/stream5/streamPlaylist.m3u8
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream5/streamPlaylist.m3u8
One Golf体育,http://162.250.201.58:6211/pk/ONEGOLF/tracks-v1a1/mono.m3u8
半岛电视,https://live-hls-web-aje.getaj.net/AJE/02.m3u8
英国天空电视4k,http://vasilius.akciatv.ru/iptv/RGD5Y7ZWRWP4UK/14248/index.m3u8
Love Nature 4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8

🐆虎牙,#genre#
周星驰,http://159.75.85.63:35455/huya/11342412
周星驰-粤语,http://159.75.85.63:35455/huya/11336587
林正英,http://159.75.85.63:35455/huya/11342421
沈腾,http://159.75.85.63:35455/huya/11601968
成龙,http://159.75.85.63:35455/huya/11342386
刘德华,http://159.75.85.63:35455/huya/11342424
李连杰,http://159.75.85.63:35455/huya/11342390
洪金宝,http://159.75.85.63:35455/huya/11279251
周润发,http://159.75.85.63:35455/huya/11342387
梁家辉,http://159.75.85.63:35455/huya/11342429
甄子丹,http://159.75.85.63:35455/huya/11352935
许冠英,http://159.75.85.63:35455/huya/11601972
王晶,http://159.75.85.63:35455/huya/11602058
许氏三杰,http://159.75.85.63:35455/huya/11602033
五福星,http://159.75.85.63:35455/huya/11282233
流浪地球,http://159.75.85.63:35455/huya/880261
搞笑恐怖,http://159.75.85.63:35455/huya/11601960
喜剧专场,http://159.75.85.63:35455/huya/11602044
喜剧电影,http://159.75.85.63:35455/huya/11352897
搞笑喜剧,http://159.75.85.63:35455/huya/11342423
黑帮大片,http://159.75.85.63:35455/huya/11336719
警匪,http://159.75.85.63:35455/huya/11352886
历年贺岁档,http://159.75.85.63:35455/huya/11601986
香港贺岁片,http://159.75.85.63:35455/huya/11601971
飙车,http://159.75.85.63:35455/huya/11352894
经典电影,http://159.75.85.63:35455/huya/11342427
中国功夫,http://159.75.85.63:35455/huya/11352941
高智商罪犯,http://159.75.85.63:35455/huya/11352962
简小熙电影,http://159.75.85.63:35455/huya/11342399
黑帮斗争,http://159.75.85.63:35455/huya/11342419
女神系列,http://159.75.85.63:35455/huya/11336571
快意江湖,http://159.75.85.63:35455/huya/11342435
yoo电影,http://159.75.85.63:35455/huya/11352876
经典女神,http://159.75.85.63:35455/huya/11352909
十一推荐,http://159.75.85.63:35455/huya/11602041
古墓系列,http://159.75.85.63:35455/huya/11352913
动作电影,http://159.75.85.63:35455/huya/11602077
妖孽CC,http://159.75.85.63:35455/huya/11352945
烧脑悬疑,http://159.75.85.63:35455/huya/11352880
玄幻剧场,http://159.75.85.63:35455/huya/11342414
小蘑菇,http://159.75.85.63:35455/huya/11601981
赛车电影,http://159.75.85.63:35455/huya/11279247
玄幻专场,http://159.75.85.63:35455/huya/11352973
经典港剧,http://159.75.85.63:35455/huya/11352965
经典港片,http://159.75.85.63:35455/huya/11602043
国产悬疑,http://159.75.85.63:35455/huya/11342395
七夕特辑,http://159.75.85.63:35455/huya/11352883
世界杯电影,http://159.75.85.63:35455/huya/11352963
法外狂徒张三,http://159.75.85.63:35455/huya/11601965
梦华录,http://159.75.85.63:35455/huya/11336590
雪中悍刀行,http://159.75.85.63:35455/huya/11336592
将夜,http://159.75.85.63:35455/huya/11352885
镖行天下,http://159.75.85.63:35455/huya/11352969
铁齿铜牙纪晓岚,http://159.75.85.63:35455/huya/11342396
庆余年,http://159.75.85.63:35455/huya/11352960
爱情公寓,http://159.75.85.63:35455/huya/11336726
雍正王朝,http://159.75.85.63:35455/huya/11342439
新三国,http://159.75.85.63:35455/huya/11352944
士兵突击,http://159.75.85.63:35455/huya/11342430
邻里一家亲,http://159.75.85.63:35455/huya/11342426
家有儿女,http://159.75.85.63:35455/huya/11352872
父母爱情,http://159.75.85.63:35455/huya/11602071
地下交通站,http://159.75.85.63:35455/huya/11342433
新水浒传,http://159.75.85.63:35455/huya/11342384
阳光的快乐生活,http://159.75.85.63:35455/huya/11602085
龙门客栈,http://159.75.85.63:35455/huya/11352874
六子哥,http://159.75.85.63:35455/huya/11602086
大秦帝国,http://159.75.85.63:35455/huya/11352881
康熙王朝,http://159.75.85.63:35455/huya/11352940
老三国,http://159.75.85.63:35455/huya/11602081
康熙微服私访记,http://159.75.85.63:35455/huya/11342418
神探狄仁杰,http://159.75.85.63:35455/huya/11342425
狄仁杰,http://159.75.85.63:35455/huya/11342958
鬼吹灯,http://159.75.85.63:35455/huya/11352871
民兵葛二蛋,http://159.75.85.63:35455/huya/11602072
倚天屠龙记,http://159.75.85.63:35455/huya/11342403
芈月传,http://159.75.85.63:35455/huya/11352965
一代枭雄,http://159.75.85.63:35455/huya/11342398
神医喜来乐,http://159.75.85.63:35455/huya/11601978
新神雕侠侣,http://159.75.85.63:35455/huya/11352964
炊事班的故事,http://159.75.85.63:35455/huya/19524135
好先生,http://159.75.85.63:35455/huya/11602088
白鹿原,http://159.75.85.63:35455/huya/11342416
我的团长我的团,http://159.75.85.63:35455/huya/11352910
医馆笑传,http://159.75.85.63:35455/huya/11352891
终极三国,http://159.75.85.63:35455/huya/21059562
抗日游击队,http://159.75.85.63:35455/huya/11352936
宝莲灯,http://159.75.85.63:35455/huya/21059563
你是我的荣耀,http://159.75.85.63:35455/huya/11352920
金庸经典剧,http://159.75.85.63:35455/huya/11602082
活佛济公,http://159.75.85.63:35455/huya/11342400
铁梨花,http://159.75.85.63:35455/huya/11352912
娇妹直播间,http://159.75.85.63:35455/huya/11342404
钢铁战队,http://159.75.85.63:35455/huya/11336578
武侠剧,http://159.75.85.63:35455/huya/11352952
新中华小当家,http://159.75.85.63:35455/huya/24257300
吕不韦传奇,http://159.75.85.63:35455/huya/11352953
狼毒花,http://159.75.85.63:35455/huya/11602042
极限挑战,http://159.75.85.63:35455/huya/11352914
海妖的呼唤,http://159.75.85.63:35455/huya/11602075

🔫埋堆堆,#genre#
封神榜,http://159.75.85.63:35455/huya/23749096
孙悟空,http://159.75.85.63:35455/huya/23735126
楚汉骄雄,http://159.75.85.63:35455/huya/23740156
张卫健西游记,http://159.75.85.63:35455/huya/23728660
鹿鼎记,http://159.75.85.63:35455/huya/23865080
天龙八部,http://159.75.85.63:35455/huya/23903123
刑事侦缉档案,http://159.75.85.63:35455/huya/23734169
法证先锋,http://159.75.85.63:35455/huya/23863804
寻秦记,http://159.75.85.63:35455/huya/23864973
倚天屠龙记,http://159.75.85.63:35455/huya/23734246
洗冤录,http://159.75.85.63:35455/huya/23903130
陀枪师姐,http://159.75.85.63:35455/huya/23860039
神雕侠侣,http://159.75.85.63:35455/huya/23865171
笑傲江湖,http://159.75.85.63:35455/huya/23865142
鉴证实录,http://159.75.85.63:35455/huya/23903183
使徒行者,http://159.75.85.63:35455/huya/23734256
扫黄先锋,http://159.75.85.63:35455/huya/23903196
金枝欲孽,http://159.75.85.63:35455/huya/23865036
创世纪,http://159.75.85.63:35455/huya/23749083
笑看风云,http://159.75.85.63:35455/huya/23865058
妙手仁心,http://159.75.85.63:35455/huya/23829543
大唐双龙传,http://159.75.85.63:35455/huya/23728674
大时代,http://159.75.85.63:35455/huya/23865161
野蛮奶奶大战戈师奶,http://159.75.85.63:35455/huya/23863796
射雕英雄传,http://159.75.85.63:35455/huya/23824164
梁朝伟鹿鼎记,http://159.75.85.63:35455/huya/23734183
